cost_bp,trade_count,final_nav,ann_return,ann_vol,sharpe,max_drawdown,win_rate,avg_gross_ret,avg_net_ret,profit_factor,avg_pred_ret_bp,avg_downside_prob,avg_trade_score,score_col,lambda,score_quantile,score_threshold,pred_ret_min,downside_max,use_event_filter
0.0,49,1.0016438735962745,0.001711860366977902,0.0011683830182958764,1.465153413026068,-0.0005181924781607616,0.4897959183673469,0.00016767163405318147,0.00016767163405318147,2.122503402787601,2.1742211462200443,0.2306070457386867,1.0211859175266103,trade_score_lam5,5.0,0.9,-1.8370431979079336,2.0,0.4,False
0.0,49,1.0016438735962745,0.001711860366977902,0.0011683830182958764,1.465153413026068,-0.0005181924781607616,0.4897959183673469,0.00016767163405318147,0.00016767163405318147,2.122503402787601,2.1742211462200443,0.2306070457386867,1.0211859175266103,trade_score_lam5,5.0,0.95,-0.8485236309712437,2.0,0.4,False
0.0,49,1.0016438735962745,0.001711860366977902,0.0011683830182958764,1.465153413026068,-0.0005181924781607616,0.4897959183673469,0.00016767163405318147,0.00016767163405318147,2.122503402787601,2.1742211462200443,0.2306070457386867,1.0211859175266103,trade_score_lam5,5.0,0.97,-0.29264084044281774,2.0,0.4,False
0.0,49,1.0016438735962745,0.001711860366977902,0.0011683830182958764,1.465153413026068,-0.0005181924781607616,0.4897959183673469,0.00016767163405318147,0.00016767163405318147,2.122503402787601,2.1742211462200443,0.2306070457386867,0.32936478031055033,trade_score_lam8,8.0,0.9,-3.0537807222401328,2.0,0.4,False
0.0,49,1.0016438735962745,0.001711860366977902,0.0011683830182958764,1.465153413026068,-0.0005181924781607616,0.4897959183673469,0.00016767163405318147,0.00016767163405318147,2.122503402787601,2.1742211462200443,0.2306070457386867,0.32936478031055033,trade_score_lam8,8.0,0.95,-1.8390192472617444,2.0,0.4,False
0.0,49,1.0016438735962745,0.001711860366977902,0.0011683830182958764,1.465153413026068,-0.0005181924781607616,0.4897959183673469,0.00016767163405318147,0.00016767163405318147,2.122503402787601,2.1742211462200443,0.2306070457386867,0.32936478031055033,trade_score_lam8,8.0,0.97,-1.1433936085132237,2.0,0.4,False
0.0,49,1.0016438735962745,0.001711860366977902,0.0011683830182958764,1.465153413026068,-0.0005181924781607616,0.4897959183673469,0.00016767163405318147,0.00016767163405318147,2.122503402787601,2.1742211462200443,0.2306070457386867,-0.131849311166823,trade_score_lam10,10.0,0.9,-3.8588098122454744,2.0,0.4,False
0.0,49,1.0016438735962745,0.001711860366977902,0.0011683830182958764,1.465153413026068,-0.0005181924781607616,0.4897959183673469,0.00016767163405318147,0.00016767163405318147,2.122503402787601,2.1742211462200443,0.2306070457386867,-0.131849311166823,trade_score_lam10,10.0,0.95,-2.490866437567613,2.0,0.4,False
0.0,49,1.0016438735962745,0.001711860366977902,0.0011683830182958764,1.465153413026068,-0.0005181924781607616,0.4897959183673469,0.00016767163405318147,0.00016767163405318147,2.122503402787601,2.1742211462200443,0.2306070457386867,-0.131849311166823,trade_score_lam10,10.0,0.97,-1.7083206971270852,2.0,0.4,False
0.0,49,1.0016438735962745,0.001711860366977902,0.0011683830182958764,1.465153413026068,-0.0005181924781607616,0.4897959183673469,0.00016767163405318147,0.00016767163405318147,2.122503402787601,2.1742211462200443,0.2306070457386867,-1.2848845398602564,trade_score_lam15,15.0,0.9,-5.857028093835953,2.0,0.4,False
