exit_reason,trade_count,avg_gross_ret,win_rate,profit_factor,avg_weight,avg_holding_bars,avg_long_score,avg_short_score
trailing_stop,3162,-0.0005215120572602285,0.32858950031625556,0.5061087397236935,0.21869951733287904,4.035104364326376,0.6918502904157966,1.3410671762369772
score_decay,263,-0.0010989028284011338,0.049429657794676805,0.06965797479455546,0.222496365511086,8.300380228136882,0.6654625393342536,1.2511997108245956
vwap_stop,7,-0.0014919006674803947,0.0,0.0,0.20090334338494895,2.857142857142857,0.665527950310559,1.1550105434933358
hard_stop,85,-0.003950164601065588,0.0,0.0,0.2044822293179677,2.6588235294117646,0.74736246277167,1.4890874803124892
