ts_code,name,t0_category_cn,trade_count,avg_gross_ret,win_rate,profit_factor,avg_pred_ret_bp,avg_downside_prob,avg_trade_score
518880.SH,黄金ETF华安,黄金商品,1,0.0004290924694272391,1.0,inf,2.159262872235691,0.15891215973933281,-0.22441952385430142
