cost_bp,trade_count,final_nav,ann_return,ann_vol,sharpe,max_drawdown,win_rate,avg_gross_ret,avg_net_ret,profit_factor,avg_pred_ret_bp,avg_downside_prob,avg_trade_score,score_col,lambda,score_quantile,score_threshold,pred_ret_min,downside_max,use_event_filter
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,1.8885479607347615,trade_score_lam5,5.0,0.9,-1.4428902002667021,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,1.8885479607347615,trade_score_lam5,5.0,0.95,-1.0216684850754525,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,1.8885479607347615,trade_score_lam5,5.0,0.97,-0.7739205347057373,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,1.8885479607347615,trade_score_lam5,5.0,0.99,-0.4035502130635109,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,1.2176011539725484,trade_score_lam8,8.0,0.9,-2.448438537359225,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,1.2176011539725484,trade_score_lam8,8.0,0.95,-1.8316477553414865,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,1.2176011539725484,trade_score_lam8,8.0,0.97,-1.4713960016024012,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,1.2176011539725484,trade_score_lam8,8.0,0.99,-0.9623400930497541,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,0.7703032827977397,trade_score_lam10,10.0,0.9,-3.115108930080909,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,0.7703032827977397,trade_score_lam10,10.0,0.95,-2.3665982488408095,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,0.7703032827977397,trade_score_lam10,10.0,0.97,-1.9281528297838144,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,0.7703032827977397,trade_score_lam10,10.0,0.99,-1.3268439028170458,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,-0.34794139513928213,trade_score_lam15,15.0,0.9,-4.771855113005436,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,-0.34794139513928213,trade_score_lam15,15.0,0.95,-3.688716888581557,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,-0.34794139513928213,trade_score_lam15,15.0,0.97,-3.0615858136070293,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,-0.34794139513928213,trade_score_lam15,15.0,0.99,-2.2267395014258744,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,-1.4661860730763039,trade_score_lam20,20.0,0.9,-6.425909996108893,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,-1.4661860730763039,trade_score_lam20,20.0,0.95,-5.010432135503552,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,-1.4661860730763039,trade_score_lam20,20.0,0.97,-4.197143559620123,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,-1.4661860730763039,trade_score_lam20,20.0,0.99,-3.1221959796822745,2.0,0.3,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,-1.4661860730763039,trade_score_lam20,20.0,0.99,-3.1221959796822745,2.0,0.35,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,-1.4661860730763039,trade_score_lam20,20.0,0.99,-3.1221959796822745,2.0,0.4,True
0.0,7,1.00034,0.00035405207363181646,0.00034695368495540186,1.0204591822603846,0.0,0.5714285714285714,0.00024285714285714289,0.00024285714285714289,2.1333333333333333,3.0067926386717834,0.22364893558740437,-1.4661860730763039,trade_score_lam20,20.0,0.99,-3.1221959796822745,2.0,0.5,True
0.0,6,1.00018,0.00018743871357251862,0.0001836813626234481,1.0204558094267473,0.0,0.5,0.00015000000000000004,0.00015000000000000004,1.6,3.1215734112388525,0.2166483698263747,2.038331562106979,trade_score_lam5,5.0,0.9,-1.4428902002667021,2.0,0.25,True
0.0,6,1.00018,0.00018743871357251862,0.0001836813626234481,1.0204558094267473,0.0,0.5,0.00015000000000000004,0.00015000000000000004,1.6,3.1215734112388525,0.2166483698263747,2.038331562106979,trade_score_lam5,5.0,0.95,-1.0216684850754525,2.0,0.25,True
0.0,6,1.00018,0.00018743871357251862,0.0001836813626234481,1.0204558094267473,0.0,0.5,0.00015000000000000004,0.00015000000000000004,1.6,3.1215734112388525,0.2166483698263747,2.038331562106979,trade_score_lam5,5.0,0.97,-0.7739205347057373,2.0,0.25,True
0.0,6,1.00018,0.00018743871357251862,0.0001836813626234481,1.0204558094267473,0.0,0.5,0.00015000000000000004,0.00015000000000000004,1.6,3.1215734112388525,0.2166483698263747,2.038331562106979,trade_score_lam5,5.0,0.99,-0.4035502130635109,2.0,0.25,True
0.0,6,1.00018,0.00018743871357251862,0.0001836813626234481,1.0204558094267473,0.0,0.5,0.00015000000000000004,0.00015000000000000004,1.6,3.1215734112388525,0.2166483698263747,1.3883864526278549,trade_score_lam8,8.0,0.9,-2.448438537359225,2.0,0.25,True
