cost_bp,trade_count,final_nav,ann_return,ann_vol,sharpe,max_drawdown,win_rate,avg_gross_ret,avg_net_ret,profit_factor,avg_holding_bars
0.0,266,1.0044467591492001,0.001680237625168779,0.0029034251717207807,0.5787087752542106,-0.0035696589661960987,0.40977443609022557,8.360967020221071e-05,8.360967020221071e-05,1.1624188050343105,46.30827067669173
1.0,266,0.9938167129661355,-0.002344133572094287,0.002819755326311213,-0.8313251686134301,-0.008295523899991997,0.39097744360902253,8.360967020221071e-05,-0.00011639032979778933,0.8161870932111669,46.30827067669173
2.0,266,0.9832983622388425,-0.006352643093171961,0.0028216616217633097,-2.2513837393450724,-0.0177011786957334,0.33458646616541354,8.360967020221071e-05,-0.00031639032979778934,0.5854390194626669,46.30827067669173
3.0,266,0.9728905417210779,-0.010345352259279572,0.002908975824959076,-3.556355529157796,-0.027748543033199957,0.2857142857142857,8.360967020221071e-05,-0.0005163903297977892,0.427085297569275,46.30827067669173
5.0,266,0.952401890550096,-0.018283613649835773,0.00330631334572266,-5.529909520974192,-0.04759810944990395,0.22180451127819548,8.360967020221071e-05,-0.0009163903297977896,0.23562396079641584,46.30827067669173
10.0,266,0.9030352667596905,-0.037857008858728114,0.005066935368370894,-7.471381832703302,-0.09696473324030952,0.09774436090225563,8.360967020221071e-05,-0.0019163903297977898,0.06092474495780886,46.30827067669173
