cost_bp,trade_count,final_nav,ann_return,ann_vol,sharpe,max_drawdown,win_rate,avg_gross_ret,avg_net_ret,profit_factor,avg_weight,avg_holding_bars
0.0,181,0.9874259522454871,-0.004382586034294533,0.0024829499988530245,-1.7650722069792093,-0.014195452138408116,0.3701657458563536,-0.00026178618636580237,-0.00026178618636580237,0.5507118059202848,0.2970160723090244,5.1602209944751385
1.0,181,0.9768645606022954,-0.008091918305283663,0.0026513507293785326,-3.051998445781023,-0.02398501679737186,0.287292817679558,-0.00026178618636580237,-0.00046178618636580235,0.3572357996650576,0.2970160723090244,5.1602209944751385
2.0,181,0.9664150335920375,-0.011787820856721476,0.0029280801953065075,-4.02578483868593,-0.03407983952204141,0.23204419889502761,-0.00026178618636580237,-0.0006617861863658023,0.2361121950189401,0.2970160723090244,5.1602209944751385
3.0,181,0.9560761979558909,-0.015470340915478276,0.0032858818476498206,-4.708124525701742,-0.04417576082288133,0.20441988950276244,-0.00026178618636580237,-0.0008617861863658023,0.15739412127969152,0.2970160723090244,5.1602209944751385
5.0,181,0.935725968566506,-0.022795421656838788,0.0041571468737159455,-5.483429464800858,-0.06427403143349397,0.12154696132596685,-0.00026178618636580237,-0.0012617861863658025,0.07183297271185907,0.2970160723090244,5.1602209944751385
10.0,181,0.8867076806208306,-0.04087720486579538,0.006736692306128083,-6.067845020710108,-0.11329231937916939,0.03314917127071823,-0.00026178618636580237,-0.002261786186365803,0.009775965137005559,0.2970160723090244,5.1602209944751385
